data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,data101,data102,data103,data104,data105,data106,data107,data108,data109,data110,data111,data112,data113,data114,data115,data116,data117,data118,data119,data120,data121,data122,data123,data124,data125,data126,data127,data128,data129,data130,data131,data132,data133,data134,data135,data136,data137,data138,data139,data140,data141,data142,data143,data144,data145,data146,data147,data148,data149,data150,data151,data152,data153,data154,data155,data156,data157,data158,data159,data160,data161,data162,data163,data164,data165,data166,data167,data168,data169,data170,data171,data172,data173,data174,data175,data176,data177,data178,data179,data180,data181,data182,data183,data184,data185,data186,data187,data188,data189,data190,data191,data192,data193,data194,data195,data196,data197,data198,data199,data200,label
278,282,269,256,249,232,219,211,209,219,230,246,273,304,359,414,481,608,728,931,1115,1318,1624,1873,2144,2543,2875,3234,3753,4176,4771,5237,5714,6365,6869,7381,8070,8589,9277,9789,10300,10999,11514,12018,12685,13180,13662,14328,14824,15509,16012,16504,17190,17669,18143,18769,19237,19836,20279,20723,21319,21737,22171,22754,23190,23675,24293,24773,25413,25898,26405,27072,27592,28119,28840,29390,30148,30709,31282,32053,32658,33236,34020,34611,35186,35964,36539,37294,37855,38409,39131,39682,40211,40892,41392,42033,42507,42958,43546,43969,44376,44901,45278,45642,46088,46409,46806,47072,47334,47651,47890,48096,48335,48505,48701,48827,48944,49062,49135,49188,49235,49248,49236,49195,49139,49034,48929,48802,48582,48382,48161,47822,47535,47093,46728,46324,45734,45250,44747,44010,43415,42788,41882,41140,40084,39240,38358,37134,36141,35120,33696,32576,31033,29857,28655,26993,25729,24449,22727,21430,20145,18381,17065,15317,13997,12691,10956,9655,8402,6974,6055,4978,4282,3656,2927,2450,2043,1580,1286,940,713,523,315,197,98,14,0,0,0,0,0,0,0,0,0,13,7,24,13,22,0
316,304,293,287,286,283,282,281,281,293,312,332,360,400,487,580,691,873,1033,1299,1500,1705,2012,2278,2536,2936,3286,3647,4175,4601,5183,5645,6120,6792,7315,7824,8520,9061,9767,10304,10819,11510,12014,12511,13175,13661,14157,14820,15312,15975,16473,16966,17618,18105,18588,19232,19699,20327,20784,21243,21861,22327,22800,23445,23932,24430,25090,25597,26305,26808,27313,28008,28534,29058,29809,30348,31075,31616,32174,32902,33454,34007,34754,35297,35844,36595,37120,37827,38350,38872,39550,40045,40541,41174,41644,42248,42695,43124,43681,44090,44478,44995,45355,45699,46127,46444,46831,47110,47381,47709,47935,48149,48420,48602,48824,48974,49100,49223,49301,49366,49422,49447,49457,49430,49390,49295,49183,49071,48854,48666,48449,48103,47834,47383,47000,46606,46024,45557,45026,44274,43672,43027,42099,41361,40311,39475,38584,37359,36372,35345,33921,32801,31276,30084,28863,27201,25922,24629,22887,21563,19787,18459,17102,15325,13982,12641,10861,9539,8299,6886,5985,4929,4234,3613,2890,2429,2019,1566,1272,934,712,515,305,200,110,32,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
395,397,393,396,387,383,390,380,378,403,391,414,428,444,493,539,602,714,828,1031,1195,1389,1671,1918,2190,2601,2940,3305,3825,4246,4827,5292,5777,6450,6965,7499,8208,8762,9476,10011,10555,11253,11770,12278,12954,13444,13953,14607,15094,15772,16252,16758,17412,17899,18403,19059,19551,20178,20659,21112,21716,22173,22632,23253,23720,24205,24860,25362,26039,26554,27078,27787,28331,28882,29620,30176,30928,31497,32077,32857,33440,34019,34799,35378,35954,36743,37311,38057,38611,39155,39839,40352,40864,41502,41978,42590,43034,43464,44001,44390,44772,45254,45588,45913,46321,46603,46961,47228,47461,47758,47959,48136,48350,48494,48669,48778,48865,48968,49016,49053,49076,49073,49059,49006,48942,48831,48720,48589,48376,48184,47959,47626,47335,46899,46539,46146,45578,45108,44625,43887,43303,42677,41780,41076,40071,39264,38398,37187,36227,35235,33848,32761,31242,30067,28868,27226,25975,24714,22980,21665,19901,18573,17236,15451,14118,12786,11018,9702,8442,7007,6081,4997,4292,3664,2929,2449,2030,1563,1263,914,686,491,281,179,96,26,13,27,21,29,26,27,33,25,27,19,19,30,34,37,0
306,296,296,286,287,279,275,276,273,285,291,319,345,381,438,499,566,693,816,1014,1207,1409,1729,1977,2254,2665,3018,3402,3938,4367,4963,5432,5915,6584,7098,7622,8330,8864,9574,10099,10627,11314,11831,12344,13014,13504,13995,14650,15145,15811,16311,16814,17491,17999,18511,19207,19735,20427,20930,21430,22085,22542,23033,23673,24177,24684,25339,25840,26513,27050,27572,28289,28837,29382,30100,30682,31406,31959,32511,33271,33823,34383,35120,35676,36217,36935,37473,38177,38696,39200,39864,40357,40839,41468,41921,42517,42957,43396,43932,44330,44706,45186,45528,45847,46284,46570,46949,47205,47451,47769,47975,48180,48424,48572,48757,48891,48999,49110,49173,49215,49257,49261,49245,49197,49137,49027,48926,48789,48574,48369,48140,47790,47498,47062,46694,46289,45695,45217,44708,43972,43377,42743,41842,41121,40093,39268,38404,37187,36229,35219,33827,32728,31210,30035,28849,27220,25972,24701,22970,21660,19899,18578,17264,15507,14180,12877,11128,9820,8560,7127,6203,5115,4396,3757,3008,2523,2097,1627,1336,983,752,552,336,209,113,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,285,277,262,261,260,247,262,256,257,267,290,315,353,421,487,572,714,854,1071,1257,1472,1786,2045,2329,2752,3100,3479,4019,4452,5064,5539,6032,6725,7254,7791,8515,9061,9770,10323,10850,11557,12068,12582,13261,13764,14265,14947,15455,16124,16652,17156,17848,18365,18862,19571,20054,20706,21165,21636,22240,22700,23164,23792,24268,24746,25398,25893,26568,27077,27595,28295,28829,29377,30104,30658,31399,31959,32518,33278,33848,34417,35172,35738,36311,37051,37606,38341,38868,39400,40064,40568,41067,41694,42153,42752,43182,43606,44152,44545,44927,45403,45753,46072,46489,46778,47130,47378,47608,47906,48111,48298,48520,48670,48837,48952,49052,49157,49210,49254,49280,49280,49264,49206,49142,49024,48916,48787,48563,48361,48135,47801,47515,47096,46745,46349,45767,45284,44773,44051,43484,42860,41967,41262,40233,39415,38563,37375,36429,35433,34052,32970,31460,30269,29070,27427,26151,24860,23109,21779,20011,18668,17317,15531,14188,12852,11085,9769,8500,7050,6119,5042,4328,3694,2957,2483,2059,1594,1292,939,711,516,306,193,110,31,1,15,29,23,26,20,30,36,35,32,27,27,25,23,0
376,373,366,355,359,349,350,349,351,367,372,381,410,439,512,571,651,773,892,1080,1254,1451,1764,2019,2299,2713,3062,3434,3973,4397,5002,5469,5956,6625,7151,7683,8401,8939,9671,10205,10734,11433,11952,12455,13117,13600,14094,14744,15232,15902,16396,16912,17595,18104,18609,19272,19779,20406,20875,21343,21955,22400,22843,23469,23921,24391,25017,25495,26154,26658,27154,27824,28332,28851,29556,30096,30821,31372,31938,32688,33262,33830,34600,35172,35746,36499,37068,37800,38345,38886,39589,40104,40609,41263,41743,42375,42834,43275,43851,44259,44654,45155,45526,45860,46288,46594,46960,47222,47472,47778,47996,48189,48421,48580,48757,48886,48986,49081,49145,49193,49233,49236,49212,49159,49090,48965,48862,48738,48502,48290,48066,47710,47410,46971,46597,46193,45611,45150,44627,43879,43276,42646,41734,41008,39972,39144,38272,37056,36112,35095,33712,32622,31105,29916,28709,27056,25789,24509,22785,21490,19738,18412,17090,15329,14009,12693,10959,9654,8402,6971,6046,4970,4268,3647,2914,2437,2024,1563,1263,917,695,505,293,169,79,0,0,0,0,0,0,0,0,0,0,0,8,17,28,18,0
548,567,578,604,616,628,650,665,678,699,716,740,772,811,905,975,1071,1227,1342,1538,1699,1876,2161,2396,2671,3053,3378,3752,4253,4640,5222,5685,6167,6834,7344,7866,8549,9067,9756,10268,10780,11448,11943,12433,13071,13552,14032,14681,15178,15831,16329,16827,17500,17995,18491,19146,19618,20236,20690,21141,21761,22231,22714,23352,23836,24319,24973,25463,26134,26643,27174,27871,28396,28946,29681,30240,30987,31561,32145,32901,33483,34044,34796,35369,35924,36674,37216,37920,38447,38961,39626,40141,40621,41250,41704,42290,42720,43135,43670,44053,44432,44897,45228,45543,45934,46210,46560,46802,47034,47330,47499,47678,47905,48044,48218,48321,48402,48505,48546,48573,48588,48585,48563,48510,48434,48319,48204,48060,47828,47628,47407,47061,46768,46333,45966,45569,44992,44523,44014,43292,42709,42088,41200,40489,39488,38694,37855,36686,35750,34773,33407,32337,30848,29697,28504,26865,25606,24324,22584,21284,19960,18193,16859,15086,13742,12438,10666,9364,8148,6768,5871,4820,4139,3554,2828,2388,1976,1521,1234,902,686,515,301,184,115,40,36,22,18,11,7,2,0,0,0,0,0,0,0,0,0
360,363,368,378,383,407,433,447,460,483,490,542,566,599,687,750,844,991,1138,1348,1541,1745,2051,2290,2557,2948,3252,3591,4101,4527,5116,5594,6083,6751,7265,7794,8526,9061,9777,10313,10843,11550,12070,12576,13246,13757,14266,14931,15433,16104,16613,17117,17801,18301,18792,19448,19939,20588,21059,21551,22171,22632,23089,23698,24162,24616,25270,25759,26390,26871,27368,28023,28544,29055,29753,30280,30986,31513,32041,32756,33300,33840,34564,35109,35645,36346,36869,37570,38083,38585,39249,39733,40213,40838,41293,41884,42321,42747,43292,43693,44072,44556,44907,45250,45696,46004,46397,46673,46933,47232,47464,47676,47924,48098,48312,48432,48554,48713,48764,48827,48883,48898,48883,48859,48807,48704,48607,48476,48272,48078,47861,47527,47240,46802,46442,46046,45457,45003,44489,43745,43150,42523,41611,40886,39857,39025,38156,36924,35959,34948,33536,32444,30917,29749,28555,26920,25673,24405,22686,21377,19629,18314,16983,15206,13898,12570,10812,9505,8270,6872,5971,4910,4221,3613,2884,2408,1997,1550,1253,907,685,493,284,163,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,551,560,580,583,588,590,599,617,627,640,679,703,752,804,869,953,1087,1211,1424,1604,1789,2062,2273,2511,2863,3164,3492,3988,4394,4977,5441,5918,6589,7102,7627,8340,8875,9590,10118,10640,11331,11843,12342,13021,13523,14024,14713,15228,15914,16431,16939,17612,18096,18585,19210,19675,20300,20759,21214,21813,22277,22744,23374,23851,24326,24975,25487,26141,26639,27157,27824,28342,28875,29593,30132,30859,31413,31973,32712,33271,33825,34571,35120,35671,36396,36929,37634,38150,38656,39335,39831,40308,40938,41395,41993,42434,42855,43421,43817,44207,44698,45058,45390,45835,46143,46559,46834,47095,47414,47635,47865,48112,48287,48491,48619,48734,48886,48942,48994,49039,49049,49040,48997,48942,48834,48711,48573,48363,48172,47943,47608,47320,46892,46524,46126,45538,45061,44552,43819,43222,42591,41685,40963,39935,39138,38287,37085,36137,35142,33748,32651,31126,29959,28734,27079,25820,24551,22829,21524,19766,18434,17084,15302,13956,12605,10828,9511,8295,6883,5975,4910,4217,3597,2873,2427,2008,1548,1245,901,676,485,281,166,79,18,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0
333,326,329,328,328,322,326,319,321,329,339,367,392,443,518,578,668,819,968,1196,1393,1609,1916,2169,2443,2844,3177,3539,4067,4490,5081,5538,6011,6660,7163,7671,8346,8860,9544,10054,10566,11236,11738,12236,12891,13383,13885,14565,15074,15762,16271,16779,17422,17903,18376,19024,19487,20103,20565,21038,21669,22126,22609,23266,23757,24260,24953,25463,26156,26683,27212,27964,28505,29065,29832,30402,31180,31760,32336,33109,33692,34264,35041,35608,36168,36895,37449,38172,38702,39224,39900,40387,40889,41510,41987,42578,43003,43423,43975,44356,44742,45222,45572,45919,46325,46630,47000,47253,47503,47787,47987,48182,48417,48575,48775,48894,49002,49121,49180,49228,49258,49258,49240,49194,49138,49029,48918,48786,48568,48380,48164,47817,47535,47098,46731,46335,45751,45272,44765,44031,43435,42807,41901,41174,40166,39356,38509,37308,36364,35350,33942,32854,31345,30176,28958,27305,26040,24765,23044,21755,20018,18728,17410,15651,14342,13037,11296,10018,8741,7264,6309,5198,4466,3853,3103,2606,2172,1693,1379,1021,786,579,359,222,132,36,13,8,9,4,9,4,0,0,0,11,10,7,18,16,0
597,602,616,629,640,636,653,675,687,702,713,729,746,781,850,917,1006,1160,1309,1531,1718,1921,2212,2445,2701,3068,3369,3699,4196,4602,5185,5645,6121,6778,7282,7797,8510,9052,9757,10278,10789,11461,11976,12461,13126,13611,14104,14763,15253,15921,16441,16924,17586,18074,18549,19175,19635,20224,20658,21095,21663,22107,22552,23169,23635,24126,24778,25270,25943,26471,26986,27696,28233,28781,29521,30079,30847,31424,32009,32781,33362,33942,34708,35298,35853,36587,37133,37861,38386,38917,39602,40103,40585,41220,41686,42283,42720,43146,43689,44085,44471,44953,45289,45628,46052,46344,46706,46960,47204,47497,47699,47889,48122,48281,48457,48572,48671,48774,48833,48873,48904,48902,48882,48828,48766,48651,48532,48392,48168,47970,47746,47399,47104,46678,46327,45933,45351,44876,44363,43609,43004,42372,41465,40747,39702,38891,38017,36807,35869,34852,33436,32337,30821,29638,28463,26835,25596,24340,22640,21357,19646,18354,17044,15296,13983,12667,10926,9609,8359,6947,6032,4957,4268,3653,2939,2465,2043,1588,1294,941,716,523,307,181,98,28,5,2,0,1,0,14,7,19,21,26,23,20,14,7,0
280,271,265,254,244,247,242,240,243,246,256,280,301,332,387,442,510,638,757,962,1143,1346,1644,1889,2164,2569,2903,3268,3791,4211,4798,5269,5756,6421,6934,7449,8143,8672,9351,9852,10365,11017,11519,12003,12646,13130,13631,14274,14766,15409,15921,16404,17059,17560,18044,18679,19170,19794,20254,20708,21314,21768,22221,22841,23316,23791,24431,24927,25596,26095,26618,27334,27881,28418,29145,29693,30442,31006,31574,32345,32928,33503,34286,34858,35437,36202,36766,37524,38063,38603,39307,39813,40332,41020,41493,42127,42584,43026,43592,44002,44398,44905,45258,45605,46029,46329,46712,46983,47236,47547,47765,47965,48197,48359,48548,48663,48769,48880,48944,48993,49030,49029,49016,48970,48916,48808,48697,48561,48344,48169,47957,47633,47352,46939,46577,46183,45595,45131,44631,43894,43306,42668,41752,41038,40005,39188,38334,37102,36148,35128,33718,32605,31078,29887,28691,27024,25761,24474,22740,21429,19686,18379,17062,15310,14000,12696,10971,9677,8426,6995,6068,4996,4292,3676,2940,2460,2040,1595,1296,952,732,534,334,214,120,48,24,25,36,28,18,16,12,14,11,9,10,13,15,29,0
